"mcp_code","mcp_name","province","region","month","mean_monthly","total_monthly","month_char","pop_tot","incidence"
"11052","Wommelgem","Antwerpen","Flanders",7,1.70967741935484,53,"July",12943,40.94877539983
"11052","Wommelgem","Antwerpen","Flanders",8,1.29032258064516,40,"August",12943,30.9047361508151
"11052","Wommelgem","Antwerpen","Flanders",9,1.5,45,"September",12943,34.767828169667
"11052","Wommelgem","Antwerpen","Flanders",10,10.8709677419355,337,"October",12943,260.372402070617
"11052","Wommelgem","Antwerpen","Flanders",11,16.7666666666667,503,"November",12943,388.6270570965
"11052","Wommelgem","Antwerpen","Flanders",12,8.80645161290323,273,"December",12943,210.924824229313
"11053","Wuustwezel","Antwerpen","Flanders",1,4.96774193548387,154,"January",21213,72.5969924103144
"11053","Wuustwezel","Antwerpen","Flanders",2,2.64285714285714,74,"February",21213,34.884269080281
"11053","Wuustwezel","Antwerpen","Flanders",3,5.03225806451613,156,"March",21213,73.5398104935653
"11053","Wuustwezel","Antwerpen","Flanders",4,4.7,141,"April",21213,66.468674869184
"11053","Wuustwezel","Antwerpen","Flanders",5,6.35483870967742,197,"May",21213,92.8675812002074
"11053","Wuustwezel","Antwerpen","Flanders",6,1.26666666666667,38,"June",21213,17.9135435817659
"11053","Wuustwezel","Antwerpen","Flanders",7,2.41935483870968,75,"July",21213,35.3556781219064
"11053","Wuustwezel","Antwerpen","Flanders",8,3.06451612903226,95,"August",21213,44.7838589544147
"11053","Wuustwezel","Antwerpen","Flanders",9,1.5,45,"September",21213,21.2134068731438
"11053","Wuustwezel","Antwerpen","Flanders",10,10.6451612903226,330,"October",21213,155.564983736388
"11053","Wuustwezel","Antwerpen","Flanders",11,33.5333333333333,1006,"November",21213,474.237495875171
"11053","Wuustwezel","Antwerpen","Flanders",12,15.9354838709677,494,"December",21213,232.876066562957
"11054","Zandhoven","Antwerpen","Flanders",1,2.41935483870968,75,"January",13071,57.3789304567363
"11054","Zandhoven","Antwerpen","Flanders",2,2.07142857142857,58,"February",13071,44.3730395532094
"11054","Zandhoven","Antwerpen","Flanders",3,2.45161290322581,76,"March",13071,58.1439828628261
"11054","Zandhoven","Antwerpen","Flanders",4,2.96666666666667,89,"April",13071,68.0896641419937
"11054","Zandhoven","Antwerpen","Flanders",5,2.06451612903226,64,"May",13071,48.9633539897483
"11054","Zandhoven","Antwerpen","Flanders",6,0.7,21,"June",13071,16.0661005278862
"11054","Zandhoven","Antwerpen","Flanders",7,1.74193548387097,54,"July",13071,41.3128299288501
"11054","Zandhoven","Antwerpen","Flanders",8,1.64516129032258,51,"August",13071,39.0176727105807
"11054","Zandhoven","Antwerpen","Flanders",9,0.766666666666666,23,"September",13071,17.5962053400658
"11054","Zandhoven","Antwerpen","Flanders",10,6.32258064516129,196,"October",13071,149.950271593604
"11054","Zandhoven","Antwerpen","Flanders",11,20.0333333333333,601,"November",13071,459.79649605998
"11054","Zandhoven","Antwerpen","Flanders",12,11.9032258064516,369,"December",13071,282.304337847143
"11055","Zoersel","Antwerpen","Flanders",1,3.51612903225806,109,"January",22065,49.3995014729209
"11055","Zoersel","Antwerpen","Flanders",2,2.89285714285714,81,"February",22065,36.7097212780421
"11055","Zoersel","Antwerpen","Flanders",3,3.90322580645161,121,"March",22065,54.8379786992975
"11055","Zoersel","Antwerpen","Flanders",4,3.96666666666667,119,"April",22065,53.9315658282348
"11055","Zoersel","Antwerpen","Flanders",5,2.58064516129032,80,"May",22065,36.2565148425108
"11055","Zoersel","Antwerpen","Flanders",6,1.3,39,"June",22065,17.675050985724
"11055","Zoersel","Antwerpen","Flanders",7,5.83870967741935,181,"July",22065,82.0303648311806
"11055","Zoersel","Antwerpen","Flanders",8,2.48387096774194,77,"August",22065,34.8968955359166
"11055","Zoersel","Antwerpen","Flanders",9,3.43333333333333,103,"September",22065,46.6802628597326
"11055","Zoersel","Antwerpen","Flanders",10,9.74193548387096,302,"October",22065,136.868343530478
"11055","Zoersel","Antwerpen","Flanders",11,30.7666666666667,923,"November",22065,418.309539995468
"11055","Zoersel","Antwerpen","Flanders",12,17.6451612903226,547,"December",22065,247.903920235667
"11056","Zwijndrecht","Antwerpen","Flanders",1,2.67741935483871,83,"January",19154,43.3329852772267
"11056","Zwijndrecht","Antwerpen","Flanders",2,3.46428571428571,97,"February",19154,50.6421635167589
"11056","Zwijndrecht","Antwerpen","Flanders",3,5,155,"March",19154,80.9230447948209
"11056","Zwijndrecht","Antwerpen","Flanders",4,6.26666666666667,188,"April",19154,98.1518220737183
"11056","Zwijndrecht","Antwerpen","Flanders",5,3.7741935483871,117,"May",19154,61.0838467160906
"11056","Zwijndrecht","Antwerpen","Flanders",6,1.46666666666667,44,"June",19154,22.9717030385298
"11056","Zwijndrecht","Antwerpen","Flanders",7,3.25806451612903,101,"July",19154,52.7305001566252
"11056","Zwijndrecht","Antwerpen","Flanders",8,2.7741935483871,86,"August",19154,44.8992377571264
"11056","Zwijndrecht","Antwerpen","Flanders",9,2.46666666666667,74,"September",19154,38.6342278375274
"11056","Zwijndrecht","Antwerpen","Flanders",10,3.51612903225806,109,"October",19154,56.9071734363579
"11056","Zwijndrecht","Antwerpen","Flanders",11,20.1666666666667,605,"November",19154,315.860916779785
"11056","Zwijndrecht","Antwerpen","Flanders",12,16.6451612903226,516,"December",19154,269.395426542759
"11057","Malle","Antwerpen","Flanders",1,3.83870967741935,119,"January",15602,76.2722727855403
"11057","Malle","Antwerpen","Flanders",2,2.57142857142857,72,"February",15602,46.1479297525958
"11057","Malle","Antwerpen","Flanders",3,4.25806451612903,132,"March",15602,84.604537879759
"11057","Malle","Antwerpen","Flanders",4,2.96666666666667,89,"April",15602,57.0439687219587
"11057","Malle","Antwerpen","Flanders",5,2.48387096774194,77,"May",15602,49.3526470965261
"11057","Malle","Antwerpen","Flanders",6,1.16666666666667,35,"June",15602,22.4330214075119
"11057","Malle","Antwerpen","Flanders",7,3.38709677419355,105,"July",15602,67.2990642225356
"11057","Malle","Antwerpen","Flanders",8,1.45161290322581,45,"August",15602,28.8424560953724
"11057","Malle","Antwerpen","Flanders",9,1.76666666666667,53,"September",15602,33.9700038456608
"11057","Malle","Antwerpen","Flanders",10,8.80645161290323,273,"October",15602,174.977566978593
"11057","Malle","Antwerpen","Flanders",11,21.6333333333333,649,"November",15602,415.972311242148
"11057","Malle","Antwerpen","Flanders",12,14.6451612903226,454,"December",15602,290.988334828868
"12002","Berlaar","Antwerpen","Flanders",1,3,93,"January",11656,79.7872340425532
"12002","Berlaar","Antwerpen","Flanders",2,2.10714285714286,59,"February",11656,50.617707618394
"12002","Berlaar","Antwerpen","Flanders",3,2.25806451612903,70,"March",11656,60.0549073438572
"12002","Berlaar","Antwerpen","Flanders",4,1.93333333333333,58,"April",11656,49.7597803706246
"12002","Berlaar","Antwerpen","Flanders",5,2.09677419354839,65,"May",11656,55.7652711050103
"12002","Berlaar","Antwerpen","Flanders",6,0.666666666666667,20,"June",11656,17.1585449553878
"12002","Berlaar","Antwerpen","Flanders",7,1.74193548387097,54,"July",11656,46.328071379547
"12002","Berlaar","Antwerpen","Flanders",8,1.70967741935484,53,"August",11656,45.4701441317776
"12002","Berlaar","Antwerpen","Flanders",9,1.83333333333333,55,"September",11656,47.1859986273164
"12002","Berlaar","Antwerpen","Flanders",10,3.64516129032258,113,"October",11656,96.945778997941
"12002","Berlaar","Antwerpen","Flanders",11,18.0333333333333,541,"November",11656,464.13864104324
"12002","Berlaar","Antwerpen","Flanders",12,8.25806451612903,256,"December",11656,219.629375428964
"12005","Bonheiden","Antwerpen","Flanders",1,1.58064516129032,49,"January",15078,32.497678737233
"12005","Bonheiden","Antwerpen","Flanders",2,2.21428571428571,62,"February",15078,41.119511871601
"12005","Bonheiden","Antwerpen","Flanders",3,3.25806451612903,101,"March",15078,66.9850112747049
"12005","Bonheiden","Antwerpen","Flanders",4,2.3,69,"April",15078,45.7620374054914
"12005","Bonheiden","Antwerpen","Flanders",5,2.90322580645161,90,"May",15078,59.6896140071628
"12005","Bonheiden","Antwerpen","Flanders",6,0.633333333333334,19,"June",15078,12.6011407348455
"12005","Bonheiden","Antwerpen","Flanders",7,2.45161290322581,76,"July",15078,50.4045629393819
"12005","Bonheiden","Antwerpen","Flanders",8,1.87096774193548,58,"August",15078,38.4666401379493
"12005","Bonheiden","Antwerpen","Flanders",9,2.36666666666667,71,"September",15078,47.0884732723173
"12005","Bonheiden","Antwerpen","Flanders",10,8.96774193548387,278,"October",15078,184.374585488792
"12005","Bonheiden","Antwerpen","Flanders",11,16.1,483,"November",15078,320.33426183844
"12005","Bonheiden","Antwerpen","Flanders",12,14.0322580645161,435,"December",15078,288.49980103462
"12007","Bornem","Antwerpen","Flanders",1,2.74193548387097,85,"January",21353,39.8070528731326
"12007","Bornem","Antwerpen","Flanders",2,1.89285714285714,53,"February",21353,24.8208682620709
"12007","Bornem","Antwerpen","Flanders",3,5.48387096774194,170,"March",21353,79.6141057462652
"12007","Bornem","Antwerpen","Flanders",4,5.06666666666667,152,"April",21353,71.184376902543
"12007","Bornem","Antwerpen","Flanders",5,3.74193548387097,116,"May",21353,54.3249192150986
"12007","Bornem","Antwerpen","Flanders",6,1.53333333333333,46,"June",21353,21.5426403784012
"12007","Bornem","Antwerpen","Flanders",7,2.90322580645161,90,"July",21353,42.148644218611
"12007","Bornem","Antwerpen","Flanders",8,2.12903225806452,66,"August",21353,30.9090057603147
"12007","Bornem","Antwerpen","Flanders",9,2,60,"September",21353,28.0990961457406
"12007","Bornem","Antwerpen","Flanders",10,5.35483870967742,166,"October",21353,77.7408326698825
"12007","Bornem","Antwerpen","Flanders",11,29.5,885,"November",21353,414.461668149675
"12007","Bornem","Antwerpen","Flanders",12,17.5806451612903,545,"December",21353,255.233456657144
"12009","Duffel","Antwerpen","Flanders",1,5.12903225806452,159,"January",17664,90.0135869565217
"12009","Duffel","Antwerpen","Flanders",2,2.17857142857143,61,"February",17664,34.5335144927536
"12009","Duffel","Antwerpen","Flanders",3,4.45161290322581,138,"March",17664,78.125
"12009","Duffel","Antwerpen","Flanders",4,3,90,"April",17664,50.9510869565217
"12009","Duffel","Antwerpen","Flanders",5,3.29032258064516,102,"May",17664,57.7445652173913
"12009","Duffel","Antwerpen","Flanders",6,1.53333333333333,46,"June",17664,26.0416666666667
"12009","Duffel","Antwerpen","Flanders",7,2.51612903225806,78,"July",17664,44.1576086956522
"12009","Duffel","Antwerpen","Flanders",8,2.03225806451613,63,"August",17664,35.6657608695652
"12009","Duffel","Antwerpen","Flanders",9,2.23333333333333,67,"September",17664,37.9302536231884
"12009","Duffel","Antwerpen","Flanders",10,6,186,"October",17664,105.298913043478
"12009","Duffel","Antwerpen","Flanders",11,21.6333333333333,649,"November",17664,367.413949275362
"12009","Duffel","Antwerpen","Flanders",12,14.6451612903226,454,"December",17664,257.019927536232
"12014","Heist-op-den-Berg","Antwerpen","Flanders",1,5.61290322580645,174,"January",42950,40.512223515716
"12014","Heist-op-den-Berg","Antwerpen","Flanders",2,6.64285714285714,186,"February",42950,43.3061699650757
"12014","Heist-op-den-Berg","Antwerpen","Flanders",3,6.51612903225806,202,"March",42950,47.0314318975553
"12014","Heist-op-den-Berg","Antwerpen","Flanders",4,7.76666666666667,233,"April",42950,54.2491268917346
"12014","Heist-op-den-Berg","Antwerpen","Flanders",5,5.96774193548387,185,"May",42950,43.0733410942957
"12014","Heist-op-den-Berg","Antwerpen","Flanders",6,1.8,54,"June",42950,12.5727590221187
"12014","Heist-op-den-Berg","Antwerpen","Flanders",7,7.03225806451613,218,"July",42950,50.7566938300349
"12014","Heist-op-den-Berg","Antwerpen","Flanders",8,3.74193548387097,116,"August",42950,27.0081490104773
"12014","Heist-op-den-Berg","Antwerpen","Flanders",9,3.36666666666667,101,"September",42950,23.5157159487777
"12014","Heist-op-den-Berg","Antwerpen","Flanders",10,19.9032258064516,617,"October",42950,143.655413271246
"12014","Heist-op-den-Berg","Antwerpen","Flanders",11,69.9666666666667,2099,"November",42950,488.707799767171
"12014","Heist-op-den-Berg","Antwerpen","Flanders",12,40.1935483870968,1246,"December",42950,290.104772991851
"12021","Lier","Antwerpen","Flanders",1,10.7096774193548,332,"January",36646,90.5965180374393
"12021","Lier","Antwerpen","Flanders",2,4.5,126,"February",36646,34.3830158816788
"12021","Lier","Antwerpen","Flanders",3,13.5806451612903,421,"March",36646,114.882934017355
"12021","Lier","Antwerpen","Flanders",4,8.76666666666667,263,"April",36646,71.7677236260438
"12021","Lier","Antwerpen","Flanders",5,6.19354838709677,192,"May",36646,52.3931670577962
"12021","Lier","Antwerpen","Flanders",6,2.4,72,"June",36646,19.6474376466736
"12021","Lier","Antwerpen","Flanders",7,9.12903225806452,283,"July",36646,77.2253451945642
"12021","Lier","Antwerpen","Flanders",8,4.70967741935484,146,"August",36646,39.8406374501992
"12021","Lier","Antwerpen","Flanders",9,2.43333333333333,73,"September",36646,19.9203187250996
"12021","Lier","Antwerpen","Flanders",10,13.1612903225806,408,"October",36646,111.335479997817
"12021","Lier","Antwerpen","Flanders",11,45.1666666666667,1355,"November",36646,369.75386126726
"12021","Lier","Antwerpen","Flanders",12,25.0967741935484,778,"December",36646,212.301479015445
"12025","Mechelen","Antwerpen","Flanders",1,13.1290322580645,407,"January",86921,46.8241276561475
"12025","Mechelen","Antwerpen","Flanders",2,9.75,273,"February",86921,31.4078300985953
"12025","Mechelen","Antwerpen","Flanders",3,17,527,"March",86921,60.6297672599257
"12025","Mechelen","Antwerpen","Flanders",4,17.1333333333333,514,"April",86921,59.1341563028497
"12025","Mechelen","Antwerpen","Flanders",5,13.0322580645161,404,"May",86921,46.4789866660531
"12025","Mechelen","Antwerpen","Flanders",6,4.53333333333333,136,"June",86921,15.6463915509486
"12025","Mechelen","Antwerpen","Flanders",7,11,341,"July",86921,39.2310258740696
"12025","Mechelen","Antwerpen","Flanders",8,20.9032258064516,648,"August",86921,74.550453860402
"12025","Mechelen","Antwerpen","Flanders",9,14.8333333333333,445,"September",86921,51.1959135306773
"12025","Mechelen","Antwerpen","Flanders",10,32.1612903225806,997,"October",86921,114.701855708057
"12025","Mechelen","Antwerpen","Flanders",11,108.3,3249,"November",86921,373.787692272293
"12025","Mechelen","Antwerpen","Flanders",12,80.9677419354839,2510,"December",86921,288.767961712359
"12026","Nijlen","Antwerpen","Flanders",1,6.19354838709677,192,"January",22936,83.7111963725148
"12026","Nijlen","Antwerpen","Flanders",2,2.85714285714286,80,"February",22936,34.8796651552145
"12026","Nijlen","Antwerpen","Flanders",3,5.16129032258065,160,"March",22936,69.759330310429
"12026","Nijlen","Antwerpen","Flanders",4,3.93333333333333,118,"April",22936,51.4475061039414
"12026","Nijlen","Antwerpen","Flanders",5,3.03225806451613,94,"May",22936,40.983606557377
"12026","Nijlen","Antwerpen","Flanders",6,1.16666666666667,35,"June",22936,15.2598535054063
"12026","Nijlen","Antwerpen","Flanders",7,2.51612903225806,78,"July",22936,34.0076735263341
"12026","Nijlen","Antwerpen","Flanders",8,2.48387096774194,77,"August",22936,33.571677711894
"12026","Nijlen","Antwerpen","Flanders",9,1.46666666666667,44,"September",22936,19.183815835368
"12026","Nijlen","Antwerpen","Flanders",10,13.258064516129,411,"October",22936,179.194279734915
"12026","Nijlen","Antwerpen","Flanders",11,34.1333333333333,1024,"November",22936,446.459713986746
"12026","Nijlen","Antwerpen","Flanders",12,18.3225806451613,568,"December",22936,247.645622602023
"12029","Putte","Antwerpen","Flanders",1,2.16129032258065,67,"January",17927,37.3737937189714
"12029","Putte","Antwerpen","Flanders",2,2.32142857142857,65,"February",17927,36.2581580855693
"12029","Putte","Antwerpen","Flanders",3,3.96774193548387,123,"March",17927,68.611591454231
"12029","Putte","Antwerpen","Flanders",4,3.66666666666667,110,"April",17927,61.3599598371172
"12029","Putte","Antwerpen","Flanders",5,2.64516129032258,82,"May",17927,45.7410609694874
"12029","Putte","Antwerpen","Flanders",6,0.833333333333333,25,"June",17927,13.9454454175266
"12029","Putte","Antwerpen","Flanders",7,2.06451612903226,64,"July",17927,35.7003402688682
"12029","Putte","Antwerpen","Flanders",8,2.64516129032258,82,"August",17927,45.7410609694874
"12029","Putte","Antwerpen","Flanders",9,1.93333333333333,58,"September",17927,32.3534333686618
"12029","Putte","Antwerpen","Flanders",10,7.5483870967742,234,"October",17927,130.529369108049
"12029","Putte","Antwerpen","Flanders",11,24.7666666666667,743,"November",17927,414.458637808892
"12029","Putte","Antwerpen","Flanders",12,19.1290322580645,593,"December",17927,330.785965303732
"12035","Sint-Katelijne-Waver","Antwerpen","Flanders",1,3,93,"January",21026,44.2309521544754
"12035","Sint-Katelijne-Waver","Antwerpen","Flanders",2,2.67857142857143,75,"February",21026,35.6701227052221
"12035","Sint-Katelijne-Waver","Antwerpen","Flanders",3,2.7741935483871,86,"March",21026,40.901740701988
"12035","Sint-Katelijne-Waver","Antwerpen","Flanders",4,4.26666666666667,128,"April",21026,60.8770094169124
