"mcp_code","mcp_name","province","region","month","mean_monthly","total_monthly","month_char","pop_tot","incidence"
"51009","Bernissart","Hainaut","Wallonia",6,1.3,39,"June",11852,32.9058386770165
"51009","Bernissart","Hainaut","Wallonia",7,1.35483870967742,42,"July",11852,35.437057036787
"51009","Bernissart","Hainaut","Wallonia",8,1.48387096774194,46,"August",11852,38.8120148498144
"51009","Bernissart","Hainaut","Wallonia",9,1.56666666666667,47,"September",11852,39.6557543030712
"51009","Bernissart","Hainaut","Wallonia",10,3.96774193548387,123,"October",11852,103.779952750591
"51009","Bernissart","Hainaut","Wallonia",11,9.9,297,"November",11852,250.59061761728
"51009","Bernissart","Hainaut","Wallonia",12,10.2903225806452,319,"December",11852,269.15288558893
"51012","Brugelette","Hainaut","Wallonia",1,1.03225806451613,32,"January",3724,85.9291084854995
"51012","Brugelette","Hainaut","Wallonia",2,0.607142857142857,17,"February",3724,45.6498388829216
"51012","Brugelette","Hainaut","Wallonia",3,0.774193548387097,24,"March",3724,64.4468313641246
"51012","Brugelette","Hainaut","Wallonia",4,0.9,27,"April",3724,72.5026852846402
"51012","Brugelette","Hainaut","Wallonia",5,0.838709677419355,26,"May",3724,69.8174006444683
"51012","Brugelette","Hainaut","Wallonia",6,0.233333333333333,7,"June",3724,18.796992481203
"51012","Brugelette","Hainaut","Wallonia",7,0.0967741935483871,3,"July",3724,8.05585392051558
"51012","Brugelette","Hainaut","Wallonia",8,0.548387096774193,17,"August",3724,45.6498388829216
"51012","Brugelette","Hainaut","Wallonia",9,0.766666666666666,23,"September",3724,61.7615467239527
"51012","Brugelette","Hainaut","Wallonia",10,0.96774193548387,30,"October",3724,80.5585392051558
"51012","Brugelette","Hainaut","Wallonia",11,3.5,105,"November",3724,281.954887218045
"51012","Brugelette","Hainaut","Wallonia",12,3.38709677419355,105,"December",3724,281.954887218045
"51014","Chièvres","Hainaut","Wallonia",1,2.25806451612903,70,"January",6925,101.083032490975
"51014","Chièvres","Hainaut","Wallonia",2,1.89285714285714,53,"February",6925,76.5342960288809
"51014","Chièvres","Hainaut","Wallonia",3,1.35483870967742,42,"March",6925,60.6498194945848
"51014","Chièvres","Hainaut","Wallonia",4,2.3,69,"April",6925,99.6389891696751
"51014","Chièvres","Hainaut","Wallonia",5,1.2258064516129,38,"May",6925,54.8736462093863
"51014","Chièvres","Hainaut","Wallonia",6,0.866666666666666,26,"June",6925,37.5451263537906
"51014","Chièvres","Hainaut","Wallonia",7,0.483870967741935,15,"July",6925,21.6606498194946
"51014","Chièvres","Hainaut","Wallonia",8,1.16129032258065,36,"August",6925,51.985559566787
"51014","Chièvres","Hainaut","Wallonia",9,1.26666666666667,38,"September",6925,54.8736462093863
"51014","Chièvres","Hainaut","Wallonia",10,2.09677419354839,65,"October",6925,93.8628158844765
"51014","Chièvres","Hainaut","Wallonia",11,4.86666666666667,146,"November",6925,210.830324909747
"51014","Chièvres","Hainaut","Wallonia",12,5.5483870967742,172,"December",6925,248.375451263538
"51017","Elzele","Hainaut","Wallonia",1,1.45161290322581,45,"January",5992,75.1001335113485
"51017","Elzele","Hainaut","Wallonia",2,0.928571428571428,26,"February",5992,43.3911882510013
"51017","Elzele","Hainaut","Wallonia",3,1.74193548387097,54,"March",5992,90.1201602136182
"51017","Elzele","Hainaut","Wallonia",4,2.43333333333333,73,"April",5992,121.829105473965
"51017","Elzele","Hainaut","Wallonia",5,0.935483870967742,29,"May",5992,48.3978638184246
"51017","Elzele","Hainaut","Wallonia",6,0.166666666666667,5,"June",5992,8.34445927903872
"51017","Elzele","Hainaut","Wallonia",7,0.32258064516129,10,"July",5992,16.6889185580774
"51017","Elzele","Hainaut","Wallonia",8,0.903225806451613,28,"August",5992,46.7289719626168
"51017","Elzele","Hainaut","Wallonia",9,1.36666666666667,41,"September",5992,68.4245660881175
"51017","Elzele","Hainaut","Wallonia",10,1.87096774193548,58,"October",5992,96.7957276368491
"51017","Elzele","Hainaut","Wallonia",11,7.1,213,"November",5992,355.473965287049
"51017","Elzele","Hainaut","Wallonia",12,4.58064516129032,142,"December",5992,236.9826435247
"51019","Vloesberg","Hainaut","Wallonia",1,0.548387096774193,17,"January",3433,49.5193708127003
"51019","Vloesberg","Hainaut","Wallonia",2,0.285714285714286,8,"February",3433,23.3032333236237
"51019","Vloesberg","Hainaut","Wallonia",3,0.67741935483871,21,"March",3433,61.1709874745121
"51019","Vloesberg","Hainaut","Wallonia",4,1.3,39,"April",3433,113.603262452665
"51019","Vloesberg","Hainaut","Wallonia",5,0.483870967741935,15,"May",3433,43.6935624817944
"51019","Vloesberg","Hainaut","Wallonia",6,0.4,12,"June",3433,34.9548499854355
"51019","Vloesberg","Hainaut","Wallonia",7,0.258064516129032,8,"July",3433,23.3032333236237
"51019","Vloesberg","Hainaut","Wallonia",8,0.387096774193549,12,"August",3433,34.9548499854355
"51019","Vloesberg","Hainaut","Wallonia",9,0.133333333333333,4,"September",3433,11.6516166618118
"51019","Vloesberg","Hainaut","Wallonia",10,1,31,"October",3433,90.3000291290417
"51019","Vloesberg","Hainaut","Wallonia",11,2.76666666666667,83,"November",3433,241.771045732595
"51019","Vloesberg","Hainaut","Wallonia",12,3.51612903225806,109,"December",3433,317.506554034372
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",1,2.61290322580645,81,"January",11833,68.4526324685202
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",2,1.96428571428571,55,"February",11833,46.4801825403533
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",3,2.7741935483871,86,"March",11833,72.6781036085523
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",4,3.1,93,"April",11833,78.5937632045973
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",5,3.06451612903226,95,"May",11833,80.2839516606102
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",6,0.8,24,"June",11833,20.2822614721541
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",7,1.48387096774194,46,"July",11833,38.8743344882954
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",8,1.45161290322581,45,"August",11833,38.029240260289
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",9,1.36666666666667,41,"September",11833,34.6488633482633
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",10,3.45161290322581,107,"October",11833,90.4250823966872
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",11,12.4666666666667,374,"November",11833,316.065241274402
"51065","Frasnes-lez-Anvaing","Hainaut","Wallonia",12,10.6129032258065,329,"December",11833,278.036001014113
"51067","Edingen","Hainaut","Wallonia",1,2.06451612903226,64,"January",14061,45.5159661475002
"51067","Edingen","Hainaut","Wallonia",2,1.46428571428571,41,"February",14061,29.1586658132423
"51067","Edingen","Hainaut","Wallonia",3,3.32258064516129,103,"March",14061,73.2522580186331
"51067","Edingen","Hainaut","Wallonia",4,2.8,84,"April",14061,59.739705568594
"51067","Edingen","Hainaut","Wallonia",5,2,62,"May",14061,44.0935922053908
"51067","Edingen","Hainaut","Wallonia",6,0.566666666666667,17,"June",14061,12.0901785079297
"51067","Edingen","Hainaut","Wallonia",7,1.67741935483871,52,"July",14061,36.9817224948439
"51067","Edingen","Hainaut","Wallonia",8,1.96774193548387,61,"August",14061,43.3824052343361
"51067","Edingen","Hainaut","Wallonia",9,2.43333333333333,73,"September",14061,51.9166488869924
"51067","Edingen","Hainaut","Wallonia",10,4.51612903225806,140,"October",14061,99.5661759476566
"51067","Edingen","Hainaut","Wallonia",11,10.8666666666667,326,"November",14061,231.846952563829
"51067","Edingen","Hainaut","Wallonia",12,13.4516129032258,417,"December",14061,296.564966929806
"51068","Opzullik","Hainaut","Wallonia",1,1.70967741935484,53,"January",8348,63.4882606612362
"51068","Opzullik","Hainaut","Wallonia",2,2,56,"February",8348,67.0819357930043
"51068","Opzullik","Hainaut","Wallonia",3,2.70967741935484,84,"March",8348,100.622903689506
"51068","Opzullik","Hainaut","Wallonia",4,2.1,63,"April",8348,75.4671777671299
"51068","Opzullik","Hainaut","Wallonia",5,1.35483870967742,42,"May",8348,50.3114518447532
"51068","Opzullik","Hainaut","Wallonia",6,0.333333333333333,10,"June",8348,11.9789171058936
"51068","Opzullik","Hainaut","Wallonia",7,1.41935483870968,44,"July",8348,52.707235265932
"51068","Opzullik","Hainaut","Wallonia",8,1.41935483870968,44,"August",8348,52.707235265932
"51068","Opzullik","Hainaut","Wallonia",9,1.7,51,"September",8348,61.0924772400575
"51068","Opzullik","Hainaut","Wallonia",10,2.67741935483871,83,"October",8348,99.4250119789171
"51068","Opzullik","Hainaut","Wallonia",11,9,270,"November",8348,323.430761859128
"51068","Opzullik","Hainaut","Wallonia",12,7.41935483870968,230,"December",8348,275.515093435553
"51069","Lessen","Hainaut","Wallonia",1,3.29032258064516,102,"January",18746,54.4116078096661
"51069","Lessen","Hainaut","Wallonia",2,2.28571428571429,64,"February",18746,34.1406166648885
"51069","Lessen","Hainaut","Wallonia",3,3.45161290322581,107,"March",18746,57.0788434866105
"51069","Lessen","Hainaut","Wallonia",4,3.13333333333333,94,"April",18746,50.144030726555
"51069","Lessen","Hainaut","Wallonia",5,2.12903225806452,66,"May",18746,35.2075109356663
"51069","Lessen","Hainaut","Wallonia",6,0.766666666666667,23,"June",18746,12.2692841139443
"51069","Lessen","Hainaut","Wallonia",7,1.16129032258065,36,"July",18746,19.2040968739998
"51069","Lessen","Hainaut","Wallonia",8,1.38709677419355,43,"August",18746,22.938226821722
"51069","Lessen","Hainaut","Wallonia",9,3.06666666666667,92,"September",18746,49.0771364557772
"51069","Lessen","Hainaut","Wallonia",10,3.90322580645161,121,"October",18746,64.5471033820548
"51069","Lessen","Hainaut","Wallonia",11,15.7,471,"November",18746,251.253600768164
"51069","Lessen","Hainaut","Wallonia",12,19.2903225806452,598,"December",18746,319.001386962552
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",1,2.58064516129032,80,"January",14805,54.0357987166498
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",2,3.46428571428571,97,"February",14805,65.5184059439379
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",3,11.5161290322581,357,"March",14805,241.13475177305
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",4,6.2,186,"April",14805,125.633232016211
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",5,4,124,"May",14805,83.7554880108072
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",6,1.7,51,"June",14805,34.4478216818642
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",7,1.03225806451613,32,"July",14805,21.6143194866599
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",8,2,62,"August",14805,41.8777440054036
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",9,2.06666666666667,62,"September",14805,41.8777440054036
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",10,3.29032258064516,102,"October",14805,68.8956433637285
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",11,14.9333333333333,448,"November",14805,302.600472813239
"52010","Chapelle-lez-Herlaimont","Hainaut","Wallonia",12,14.258064516129,442,"December",14805,298.54778790949
"52011","Charleroi","Hainaut","Wallonia",1,31.3548387096774,972,"January",202746,47.9417596401409
"52011","Charleroi","Hainaut","Wallonia",2,42.5,1190,"February",202746,58.694129600584
"52011","Charleroi","Hainaut","Wallonia",3,85.5806451612903,2653,"March",202746,130.853383050714
"52011","Charleroi","Hainaut","Wallonia",4,109.7,3291,"April",202746,162.321328164304
"52011","Charleroi","Hainaut","Wallonia",5,64.9677419354839,2014,"May",202746,99.3361151391396
"52011","Charleroi","Hainaut","Wallonia",6,16.5,495,"June",202746,24.4147850019236
"52011","Charleroi","Hainaut","Wallonia",7,14.1612903225806,439,"July",202746,21.6527083148373
"52011","Charleroi","Hainaut","Wallonia",8,32.8709677419355,1019,"August",202746,50.259931145374
"52011","Charleroi","Hainaut","Wallonia",9,38.6,1158,"September",202746,57.1158000651061
"52011","Charleroi","Hainaut","Wallonia",10,61.6774193548387,1912,"October",202746,94.3051897448038
"52011","Charleroi","Hainaut","Wallonia",11,158.7,4761,"November",202746,234.82584120032
"52011","Charleroi","Hainaut","Wallonia",12,175.645161290323,5445,"December",202746,268.562635021159
"52012","Châtelet","Hainaut","Wallonia",1,5.70967741935484,177,"January",35668,49.6243131097903
"52012","Châtelet","Hainaut","Wallonia",2,8.67857142857143,243,"February",35668,68.1282942693731
"52012","Châtelet","Hainaut","Wallonia",3,14.7096774193548,456,"March",35668,127.845688011663
"52012","Châtelet","Hainaut","Wallonia",4,21.6,648,"April",35668,181.675451384995
"52012","Châtelet","Hainaut","Wallonia",5,14.258064516129,442,"May",35668,123.920601099024
"52012","Châtelet","Hainaut","Wallonia",6,3.13333333333333,94,"June",35668,26.3541549848604
"52012","Châtelet","Hainaut","Wallonia",7,2.58064516129032,80,"July",35668,22.4290680722216
"52012","Châtelet","Hainaut","Wallonia",8,4.25806451612903,132,"August",35668,37.0079623191656
"52012","Châtelet","Hainaut","Wallonia",9,4.96666666666667,149,"September",35668,41.7741392845127
"52012","Châtelet","Hainaut","Wallonia",10,9.90322580645161,307,"October",35668,86.0715487271504
"52012","Châtelet","Hainaut","Wallonia",11,31.3666666666667,941,"November",35668,263.821913199507
"52012","Châtelet","Hainaut","Wallonia",12,31.1935483870968,967,"December",35668,271.111360322979
"52015","Courcelles","Hainaut","Wallonia",1,4.58064516129032,142,"January",31197,45.5171971663942
"52015","Courcelles","Hainaut","Wallonia",2,6.17857142857143,173,"February",31197,55.4540500689169
"52015","Courcelles","Hainaut","Wallonia",3,16.4193548387097,509,"March",31197,163.156713786582
"52015","Courcelles","Hainaut","Wallonia",4,15.6666666666667,470,"April",31197,150.655511747924
"52015","Courcelles","Hainaut","Wallonia",5,9.58064516129032,297,"May",31197,95.2014616790076
"52015","Courcelles","Hainaut","Wallonia",6,3.36666666666667,101,"June",31197,32.3749078437029
"52015","Courcelles","Hainaut","Wallonia",7,2.03225806451613,63,"July",31197,20.1942494470622
"52015","Courcelles","Hainaut","Wallonia",8,4.09677419354839,127,"August",31197,40.7090425361413
"52015","Courcelles","Hainaut","Wallonia",9,5.33333333333333,160,"September",31197,51.2869827226977
"52015","Courcelles","Hainaut","Wallonia",10,8,248,"October",31197,79.4948232201814
"52015","Courcelles","Hainaut","Wallonia",11,25.6,768,"November",31197,246.177517068949
"52015","Courcelles","Hainaut","Wallonia",12,30.7741935483871,954,"December",31197,305.798634484085
"52018","Farciennes","Hainaut","Wallonia",1,2.12903225806452,66,"January",11255,58.6406041759218
"52018","Farciennes","Hainaut","Wallonia",2,1.78571428571429,50,"February",11255,44.4247001332741
"52018","Farciennes","Hainaut","Wallonia",3,6.41935483870968,199,"March",11255,176.810306530431
"52018","Farciennes","Hainaut","Wallonia",4,6.9,207,"April",11255,183.918258551755
"52018","Farciennes","Hainaut","Wallonia",5,3.96774193548387,123,"May",11255,109.284762327854
"52018","Farciennes","Hainaut","Wallonia",6,1.5,45,"June",11255,39.9822301199467
"52018","Farciennes","Hainaut","Wallonia",7,1.09677419354839,34,"July",11255,30.2087960906264
"52018","Farciennes","Hainaut","Wallonia",8,1.51612903225806,47,"August",11255,41.7592181252777
"52018","Farciennes","Hainaut","Wallonia",9,2.73333333333333,82,"September",11255,72.8565082185695
"52018","Farciennes","Hainaut","Wallonia",10,4.61290322580645,143,"October",11255,127.054642381164
"52018","Farciennes","Hainaut","Wallonia",11,9.43333333333333,283,"November",11255,251.443802754331
"52018","Farciennes","Hainaut","Wallonia",12,10.1935483870968,316,"December",11255,280.764104842292
"52021","Fleurus","Hainaut","Wallonia",1,3.06451612903226,95,"January",23056,41.2040249826509
"52021","Fleurus","Hainaut","Wallonia",2,5.21428571428571,146,"February",23056,63.324080499653
"52021","Fleurus","Hainaut","Wallonia",3,10.4193548387097,323,"March",23056,140.093684941013
"52021","Fleurus","Hainaut","Wallonia",4,13.9666666666667,419,"April",23056,181.731436502429
"52021","Fleurus","Hainaut","Wallonia",5,6.80645161290323,211,"May",23056,91.5163081193615
"52021","Fleurus","Hainaut","Wallonia",6,1.83333333333333,55,"June",23056,23.8549618320611
"52021","Fleurus","Hainaut","Wallonia",7,1.80645161290323,56,"July",23056,24.2886884108258
"52021","Fleurus","Hainaut","Wallonia",8,2.96774193548387,92,"August",23056,39.9028452463567
"52021","Fleurus","Hainaut","Wallonia",9,3.16666666666667,95,"September",23056,41.2040249826509
"52021","Fleurus","Hainaut","Wallonia",10,6.41935483870968,199,"October",23056,86.3115891741846
"52021","Fleurus","Hainaut","Wallonia",11,19.5,585,"November",23056,253.730048577377
"52021","Fleurus","Hainaut","Wallonia",12,20.2903225806452,629,"December",23056,272.814018043026
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",1,2.19354838709677,68,"January",17838,38.1208655678888
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",2,4.17857142857143,117,"February",17838,65.590312815338
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",3,12.5483870967742,389,"March",17838,218.073775086893
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",4,7.46666666666667,224,"April",17838,125.57461598834
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",5,5.74193548387097,178,"May",17838,99.7869716335912
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",6,1.96666666666667,59,"June",17838,33.0754568897858
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",7,1,31,"July",17838,17.3786298912434
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",8,2.12903225806452,66,"August",17838,36.9996636394215
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",9,3.1,93,"September",17838,52.1358896737302
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",10,4.96774193548387,154,"October",17838,86.3325484919834
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",11,18.6,558,"November",17838,312.815338042381
"52022","Fontaine-l’Evêque","Hainaut","Wallonia",12,15.6774193548387,486,"December",17838,272.452068617558
"52025","Gerpinnes","Hainaut","Wallonia",1,2.64516129032258,82,"January",12808,64.0224859462836
"52025","Gerpinnes","Hainaut","Wallonia",2,3.42857142857143,96,"February",12808,74.9531542785759
"52025","Gerpinnes","Hainaut","Wallonia",3,4.64516129032258,144,"March",12808,112.429731417864
"52025","Gerpinnes","Hainaut","Wallonia",4,6.5,195,"April",12808,152.248594628357
"52025","Gerpinnes","Hainaut","Wallonia",5,4.2258064516129,131,"May",12808,102.279825109307
"52025","Gerpinnes","Hainaut","Wallonia",6,1.06666666666667,32,"June",12808,24.9843847595253
"52025","Gerpinnes","Hainaut","Wallonia",7,1.25806451612903,39,"July",12808,30.4497189256715
"52025","Gerpinnes","Hainaut","Wallonia",8,1.87096774193548,58,"August",12808,45.2841973766396
"52025","Gerpinnes","Hainaut","Wallonia",9,1.56666666666667,47,"September",12808,36.6958151155528
"52025","Gerpinnes","Hainaut","Wallonia",10,4.45161290322581,138,"October",12808,107.745159275453
"52025","Gerpinnes","Hainaut","Wallonia",11,12.2333333333333,367,"November",12808,286.539662710806
"52025","Gerpinnes","Hainaut","Wallonia",12,11.2258064516129,348,"December",12808,271.705184259838
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",1,1.2258064516129,38,"January",10132,37.50493485985
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",2,2.57142857142857,72,"February",10132,71.0619818397158
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",3,5.12903225806452,159,"March",10132,156.928543229372
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",4,5.93333333333333,178,"April",10132,175.681010659297
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",5,2.51612903225806,78,"May",10132,76.9838136596921
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",6,0.9,27,"June",10132,26.6482431898934
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",7,0.935483870967742,29,"July",10132,28.6221871298855
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",8,1.61290322580645,50,"August",10132,49.3485984998026
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",9,1.9,57,"September",10132,56.257402289775
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",10,2.67741935483871,83,"October",10132,81.9186735096723
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",11,9.03333333333333,271,"November",10132,267.46940386893
"52048","Montigny-le-Tilleul","Hainaut","Wallonia",12,9.29032258064516,288,"December",10132,284.247927358863
"52055","Pont-à-Celles","Hainaut","Wallonia",1,2.38709677419355,74,"January",17251,42.8960639962901
"52055","Pont-à-Celles","Hainaut","Wallonia",2,3.82142857142857,107,"February",17251,62.0253898324735
"52055","Pont-à-Celles","Hainaut","Wallonia",3,8.32258064516129,258,"March",17251,149.556547446525
"52055","Pont-à-Celles","Hainaut","Wallonia",4,6.86666666666667,206,"April",17251,119.413367341024
"52055","Pont-à-Celles","Hainaut","Wallonia",5,6.48387096774194,201,"May",17251,116.514984638572
"52055","Pont-à-Celles","Hainaut","Wallonia",6,2.2,66,"June",17251,38.2586516723668
"52055","Pont-à-Celles","Hainaut","Wallonia",7,1.48387096774194,46,"July",17251,26.6651208625587
"52055","Pont-à-Celles","Hainaut","Wallonia",8,2.51612903225806,78,"August",17251,45.2147701582517
"52055","Pont-à-Celles","Hainaut","Wallonia",9,1.73333333333333,52,"September",17251,30.1431801055011
"52055","Pont-à-Celles","Hainaut","Wallonia",10,6.7741935483871,210,"October",17251,121.732073502985
"52055","Pont-à-Celles","Hainaut","Wallonia",11,16,480,"November",17251,278.244739435395
"52055","Pont-à-Celles","Hainaut","Wallonia",12,17.4516129032258,541,"December",17251,313.60500840531
"52074","Aiseau-Presles","Hainaut","Wallonia",1,2.06451612903226,64,"January",10739,59.5958655368284
"52074","Aiseau-Presles","Hainaut","Wallonia",2,3.07142857142857,86,"February",10739,80.0819443151131
"52074","Aiseau-Presles","Hainaut","Wallonia",3,6.96774193548387,216,"March",10739,201.136046186796
"52074","Aiseau-Presles","Hainaut","Wallonia",4,6.13333333333333,184,"April",10739,171.338113418382
"52074","Aiseau-Presles","Hainaut","Wallonia",5,3.80645161290323,118,"May",10739,109.879877083527
"52074","Aiseau-Presles","Hainaut","Wallonia",6,1.2,36,"June",10739,33.522674364466
"52074","Aiseau-Presles","Hainaut","Wallonia",7,0.96774193548387,30,"July",10739,27.9355619703883
"52074","Aiseau-Presles","Hainaut","Wallonia",8,1.67741935483871,52,"August",10739,48.4216407486731
"52074","Aiseau-Presles","Hainaut","Wallonia",9,2.93333333333333,88,"September",10739,81.944315113139
"52074","Aiseau-Presles","Hainaut","Wallonia",10,2.80645161290323,87,"October",10739,81.0131297141261
"52074","Aiseau-Presles","Hainaut","Wallonia",11,9.46666666666667,284,"November",10739,264.456653319676
"52074","Aiseau-Presles","Hainaut","Wallonia",12,12.3225806451613,382,"December",10739,355.712822422944
"52075","Les Bons Villers","Hainaut","Wallonia",1,1.48387096774194,46,"January",9467,48.5898383859723
"52075","Les Bons Villers","Hainaut","Wallonia",2,2.21428571428571,62,"February",9467,65.4906517376149
"52075","Les Bons Villers","Hainaut","Wallonia",3,3.51612903225806,109,"March",9467,115.136790958065
"52075","Les Bons Villers","Hainaut","Wallonia",4,3.8,114,"April",9467,120.418295130453
"52075","Les Bons Villers","Hainaut","Wallonia",5,2.64516129032258,82,"May",9467,86.6166684271681
"52075","Les Bons Villers","Hainaut","Wallonia",6,0.366666666666667,11,"June",9467,11.6193091792543
"52075","Les Bons Villers","Hainaut","Wallonia",7,0.741935483870968,23,"July",9467,24.2949191929862
"52075","Les Bons Villers","Hainaut","Wallonia",8,1.54838709677419,48,"August",9467,50.7024400549276
"52075","Les Bons Villers","Hainaut","Wallonia",9,1.16666666666667,35,"September",9467,36.9705292067181
"52075","Les Bons Villers","Hainaut","Wallonia",10,4.48387096774194,139,"October",9467,146.825815992395
"52075","Les Bons Villers","Hainaut","Wallonia",11,9.43333333333333,283,"November",9467,298.933136157178
"52075","Les Bons Villers","Hainaut","Wallonia",12,10.2903225806452,319,"December",9467,336.959966198373
"53014","Boussu","Hainaut","Wallonia",1,3.16129032258065,98,"January",19846,49.3802277537035
"53014","Boussu","Hainaut","Wallonia",2,4.96428571428571,139,"February",19846,70.039302630253
"53014","Boussu","Hainaut","Wallonia",3,7.83870967741935,243,"March",19846,122.442809634183
"53014","Boussu","Hainaut","Wallonia",4,6.43333333333333,193,"April",19846,97.2488158822937
"53014","Boussu","Hainaut","Wallonia",5,5.90322580645161,183,"May",19846,92.2100171319157
"53014","Boussu","Hainaut","Wallonia",6,1.66666666666667,50,"June",19846,25.1939937518895
"53014","Boussu","Hainaut","Wallonia",7,2.48387096774194,77,"July",19846,38.7987503779099
"53014","Boussu","Hainaut","Wallonia",8,1.93548387096774,60,"August",19846,30.2327925022675
"53014","Boussu","Hainaut","Wallonia",9,3.2,96,"September",19846,48.3724680036279
"53014","Boussu","Hainaut","Wallonia",10,4.19354838709677,130,"October",19846,65.5043837549128
"53014","Boussu","Hainaut","Wallonia",11,16.1333333333333,484,"November",19846,243.877859518291
"53014","Boussu","Hainaut","Wallonia",12,17.7096774193548,549,"December",19846,276.630051395747
"53020","Dour","Hainaut","Wallonia",1,1.93548387096774,60,"January",16512,36.3372093023256
"53020","Dour","Hainaut","Wallonia",2,3.92857142857143,110,"February",16512,66.6182170542636
"53020","Dour","Hainaut","Wallonia",3,5.19354838709677,161,"March",16512,97.5048449612403
"53020","Dour","Hainaut","Wallonia",4,5.7,171,"April",16512,103.561046511628
"53020","Dour","Hainaut","Wallonia",5,5,155,"May",16512,93.8711240310077
"53020","Dour","Hainaut","Wallonia",6,1,30,"June",16512,18.1686046511628
"53020","Dour","Hainaut","Wallonia",7,1.45161290322581,45,"July",16512,27.2529069767442
"53020","Dour","Hainaut","Wallonia",8,1.7741935483871,55,"August",16512,33.3091085271318
"53020","Dour","Hainaut","Wallonia",9,2.16666666666667,65,"September",16512,39.3653100775194
"53020","Dour","Hainaut","Wallonia",10,3.80645161290323,118,"October",16512,71.4631782945736
"53020","Dour","Hainaut","Wallonia",11,16.4,492,"November",16512,297.96511627907
"53020","Dour","Hainaut","Wallonia",12,14.9677419354839,464,"December",16512,281.007751937984
"53028","Frameries","Hainaut","Wallonia",1,3.70967741935484,115,"January",21959,52.370326517601
"53028","Frameries","Hainaut","Wallonia",2,5.75,161,"February",21959,73.3184571246414
"53028","Frameries","Hainaut","Wallonia",3,7.48387096774194,232,"March",21959,105.651441322465
"53028","Frameries","Hainaut","Wallonia",4,6.1,183,"April",21959,83.3371282845303
"53028","Frameries","Hainaut","Wallonia",5,4.29032258064516,133,"May",21959,60.5674211029646
"53028","Frameries","Hainaut","Wallonia",6,1.1,33,"June",21959,15.0280067398333
"53028","Frameries","Hainaut","Wallonia",7,2.03225806451613,63,"July",21959,28.6898310487727
"53028","Frameries","Hainaut","Wallonia",8,1.87096774193548,58,"August",21959,26.4128603306161
"53028","Frameries","Hainaut","Wallonia",9,2.5,75,"September",21959,34.1545607723485
"53028","Frameries","Hainaut","Wallonia",10,4.80645161290323,149,"October",21959,67.8537274010656
"53028","Frameries","Hainaut","Wallonia",11,19.8666666666667,596,"November",21959,271.414909604263
"53028","Frameries","Hainaut","Wallonia",12,18.6129032258065,577,"December",21959,262.762420875268
"53039","Hensies","Hainaut","Wallonia",1,1.29032258064516,40,"January",6849,58.4026865235801
"53039","Hensies","Hainaut","Wallonia",2,2.75,77,"February",6849,112.425171557892
"53039","Hensies","Hainaut","Wallonia",3,2.93548387096774,91,"March",6849,132.866111841145
"53039","Hensies","Hainaut","Wallonia",4,1.96666666666667,59,"April",6849,86.1439626222806
